names	A_loading	corrs	color
C.1.IFI27	1	0.461673174485433	Red
C.11.IFI27	1	0.422910049457882	Red
C.5.XIST	0.0814320995265141	0.162841775971257	Red
C.7.XIST	0.0734719811547422	0.03955503805682	Red
C.4.HSPA1A	0.0684170348003427	-0.0470383989098365	Blue
C.6.CD9	0.0624175860441336	0.0139373033806923	Red
C.0.LYPD3	0.062372721639934	-0.344948258672135	Blue
C.0.LGALS7	0.0619940859939362	0.232578750165303	Red
C.0.S100A2	0.0609827636006396	0.523955498967901	Red
C.7.IFI27	0.0562858411563041	0.481272507364531	Red
C.3.IFI27	0.0089732786847393	0.658973125468358	Red
C.10.KLF6	0.0368130870554603	0.632405140898913	Red
C.5.IGFBP5	0.0395927622094948	-0.597126341716536	Blue
C.11.IFITM3	0.00151725674141807	0.547039157692173	Red
C.16.SAT1	0.0299240132540283	0.541812668924413	Red
C.14.GADD45B	0.053219950191779	0.50087184024363	Red
C.14.FOS	0.0552311471060708	0.496080892206517	Red
C.0.IFI27	0.0482266018823282	0.489547781246817	Red
