names	A_loading	corrs	color
C.0.KRT14	1	0.574042682992264	Red
C.0.KRT5	1	0.669426103003877	Red
C.15.NEAT1	0.0468703558436169	0.0849721473665829	Red
C.1.ID3	0.0453509852456638	0.0945123385503197	Red
C.8.JUN	0.0375107629931147	-0.0483450211017764	Blue
C.5.APOE	0.033331111797811	0.3558367769383	Red
C.12.HSPB1	0.0245657047212865	0.0557492135227692	Red
C.7.IFI27	0.0244308868581394	0.481272507364531	Red
C.0.IFI27	0.0241420128667438	0.489547781246817	Red
C.13.CRIP1	0.0237790721537209	-0.257628694250626	Blue
C.3.IFI27	0.0115633664735447	0.658973125468358	Red
C.10.KLF6	0.00955267329848405	0.632405140898913	Red
C.5.IGFBP5	0.0120171708348098	-0.597126341716536	Blue
C.11.IFITM3	0.0013280233143586	0.547039157692173	Red
C.16.SAT1	0.0125481393826858	0.541812668924413	Red
C.0.S100A2	0.00175657168059631	0.523955498967901	Red
C.14.GADD45B	0.00064554646897518	0.50087184024363	Red
C.14.FOS	0.0178271948244934	0.496080892206517	Red
