names	A_loading	corrs	color
C.4.COL3A1	1	0.010135182935788	Red
C.4.COL1A1	1	0.00383380573842281	Red
C.4.SPARC	1	-0.14057229790732	Blue
C.4.COL1A2	1	0.0256098223326644	Red
C.14.CCDC3	1	-0.157197204215376	Blue
C.4.CCDC80	0.294154940002781	-0.197328940492235	Blue
C.26.CLU	0.27848768517368	-0.384783668851538	Blue
C.12.DNAJB1	0.268148798164864	-0.179432850301029	Blue
C.3.TPI1	0.205197889877165	-0.0699756017274139	Blue
C.4.CCL2	0.18981730589137	-0.0296914823843385	Blue
C.25.TMSB4X	0.0103654023384533	0.406230056043281	Red
C.17.NFKBIA	0.0554623058521324	0.379948821766138	Red
C.26.PCAT19	0.0424011733178179	0.350359492135194	Red
C.17.ID3	0.0491320292302639	0.344289093061161	Red
C.26.LY6E	0.084677571386459	0.32994699054261	Red
C.9.ID3	0.00170294581524648	-0.306231340920123	Blue
C.6.HES1	0.0295494103884064	0.305752437899072	Red
C.21.MIF	0.0386270403278127	-0.30444293888462	Blue
C.9.TSC22D1	0.0277159958855648	-0.300033356609362	Blue
