names	A_loading	corrs	color
C.0.KRT14	1	0.574042682992264	Red
C.0.KRT5	1	0.669426103003877	Red
C.0.S100A2	0.37812507875993	0.523955498967901	Red
C.5.IGFBP5	0.29853286071283	-0.597126341716536	Blue
C.3.APOE	0.244107742827397	0.309233918759111	Red
C.13.MT1X	0.213972968534331	0.453397900603147	Red
C.16.SAT1	0.164434301251144	0.541812668924413	Red
C.10.DNAJB1	0.154613766577529	0.425523293841762	Red
C.5.CFH	0.144642412589869	0.268293090078327	Red
C.16.IFI27	0.136250877357808	0.322735681409156	Red
C.7.IFI27	0.089162402868987	0.481272507364531	Red
C.15.CD164	0.0791405329209795	-0.33511576524438	Blue
