names	A_loading	corrs	color
C.3.IFI27	1	0.658973125468358	Red
C.5.IFI27	1	0.50348508462751	Red
C.6.IFI27	1	0.459931011562846	Red
C.0.S100A2	0.230102290453747	0.523955498967901	Red
C.7.IFI27	0.203618525497299	0.481272507364531	Red
C.5.IGFBP5	0.119920802066587	-0.597126341716536	Blue
C.5.IFITM1	0.0862381747459591	0.279181608344493	Red
C.12.HSPA1A	0.0859284659356879	-0.22909442432013	Blue
C.4.APOE	0.0813565143987708	0.18379818833288	Red
C.5.CRIP1	0.077387382547583	0.17857169956512	Red
C.13.MT1X	0.00212051760175299	0.453397900603147	Red
C.16.IFI27	0.0684402678792575	0.322735681409156	Red
C.10.DUSP1	0.00952487944219347	0.273955119576733	Red
