names	A_loading	corrs	color
C.2.SOD2	1	0.0191637921484519	Red
C.2.IER3	1	0.260453356926687	Red
C.5.CEBPD	1	-0.0108885182661659	Blue
C.5.C11ORF96	1	0.110627345584245	Red
C.5.IER3	1	0.101480990240666	Red
C.8.IER3	0.571675607033851	-0.032230014067851	Blue
C.10.DUSP1	0.405453117989358	0.273955119576733	Red
C.16.TM4SF1	0.217204634425035	-0.0121951404581058	Blue
C.14.EGR1	0.157401716167455	0.164634396184428	Red
C.6.CD9	0.102280052794627	0.0139373033806923	Red
C.17.MTND3	0.0446823634435906	-0.197735491713572	Blue
C.5.SOD2	0.0727632951865271	0.172474129336067	Red
C.13.ATF3	0.0317113038962778	-0.130226678463344	Blue
C.17.FOS	0.0545966644200346	0.108691043352893	Red
C.7.XIST	0.0250919243516069	0.03955503805682	Red
