names	A_loading	corrs	color
C.14.HLAB	1	0.245644972084702	Red
C.14.CCL2	1	0.372822865433519	Red
C.14.RGS16	1	-0.0973645218010886	Blue
C.14.CYR61	1	0.190331299292579	Red
C.14.IER3	1	0.356272317668947	Red
C.14.IFITM2	0.525938490033963	0.387096921310585	Red
C.14.FOSB	0.252573639572896	0.40113301292555	Red
C.5.IGFBP5	0.174701871594775	-0.597126341716536	Blue
C.2.FABP5	0.0307061614149054	-0.0884147683212668	Blue
C.10.RGS1	0.0287452042514053	0.0200348736097452	Red
C.16.IFI27	0.0215099895501341	0.322735681409156	Red
C.5.IFITM1	0.0257997533533743	0.279181608344493	Red
C.17.MTND3	0.0241015485461965	-0.197735491713572	Blue
