names	A_loading	corrs	color
C.3.MT1X	1	0.511760358509796	Red
C.4.MT1X	1	0.101045449510019	Red
C.5.MT1X	1	-0.035714339913024	Blue
C.6.MT1X	1	0.572300520069678	Red
C.8.MT1X	1	0.466464122522546	Red
C.7.IFI27	0.210714434233092	0.481272507364531	Red
C.5.CFD	0.157686313472435	-0.230836587242716	Blue
C.5.CRYAB	0.11327888775502	-0.261759979118627	Blue
C.13.MT1X	0.0998800128091625	0.453397900603147	Red
C.17.MTND3	0.0705372249594941	-0.197735491713572	Blue
C.5.IGFBP5	0.0654814238143832	-0.597126341716536	Blue
C.16.SAT1	0.0259569210584555	0.541812668924413	Red
C.0.S100A2	0.0124764278089062	0.523955498967901	Red
C.10.DNAJB1	0.0123230003704544	0.425523293841762	Red
C.15.CD164	0.0207463841168502	-0.33511576524438	Blue
