names	A_loading	corrs	color
C.6.DNAJB1	1	0.0304878511452644	Red
C.6.EGR1	1	0.113676130698772	Red
C.6.NFKBIA	1	-0.0217770365323317	Blue
C.10.PPP1R15A	1	0.35975664351412	Red
C.7.ATP1B3	0.398955040187655	-0.0239547401855649	Blue
C.10.TSC22D3	0.332447863993863	0.326220007254329	Red
C.6.GSN	0.305341811514085	-0.418119101420769	Blue
C.10.CXCR4	0.23833266024477	0.132839922847224	Red
C.10.LMNA	0.216781146624247	-0.0461673174485433	Blue
C.6.CD9	0.203535252089697	0.0139373033806923	Red
C.10.KLF6	0.128405118995229	0.632405140898913	Red
C.5.IGFBP5	0.0191299966365411	-0.597126341716536	Blue
C.16.SAT1	0.134450423204384	0.541812668924413	Red
C.0.S100A2	0.0124385613698122	0.523955498967901	Red
C.10.DNAJB1	0.162642027945373	0.425523293841762	Red
C.5.IFITM1	0.0147706667839272	0.279181608344493	Red
C.10.DUSP1	0.135613550896114	0.273955119576733	Red
